Test_Trip_ID	Predicted_JourneyPatternID
2063	015A1001
2064	015A1001
2065	015A1001
2066	015A1001
2067	015A1001
2068	015A1001
2069	015A1001
2070	015A1001
2071	015A1001
2072	015A1001
2073	015A1001
2074	02700001
2075	02700001
2076	02700001
2077	02700001
2078	02700001
2079	02700001
2080	02700001
2081	02700001
2082	02700001
2083	02700001
2084	02700001
2085	02700001
2086	01021001
2087	01021001
2088	01021001
2089	01021001
2090	01021001
2091	01021001
2092	01021001
2093	01021001
2094	01021001
2095	01021001
2096	01021001
2097	01021001
2098	01021001
2099	01021001
2100	01021001
2101	01021001
2102	01021001
2103	00830001
2104	01021001
2105	01021001
2106	01021001
2107	01021002
2108	033A1003
2109	033A1001
2110	02390001
2111	02390001
2112	02390001
2113	02390001
2114	00080001
2115	00080001
2116	00080001
2117	02200001
2118	02200001
2119	00610001
2120	00610001
2121	00610001
2122	00610001
2123	00610001
2124	00610001
2125	00610001
2126	00610001
2127	00610001
2128	00610001
2129	00610001
2130	00610001
2131	00610001
2132	00610001
2133	00470002
2134	00470002
2135	00470002
2136	00470001
2137	00470001
2138	00470001
2139	00470001
2140	00470001
2141	00470001
2142	00470001
2143	00470001
2144	00470001
2145	00470001
2146	079A1001
2147	079A1001
2148	079A1001
2149	079A1001
2150	079A1001
2151	079A1001
2152	079A1001
2153	079A1001
2154	079A1001
2155	079A1001
2156	025A1001
2157	079A1001
2158	079A1001
2159	079A1001
2160	079A1001
2161	00700001
2162	00700001
2163	00700001
2164	00700001
2165	00700001
2166	00700001
2167	00700001
2168	00700001
2169	00700001
2170	00700001
2171	00700001
2172	015B1001
2173	015B1001
2174	015B1001
2175	015B1001
2176	015B1001
2177	015B1001
2178	015B1001
2179	015B1001
2180	015B1001
2181	015B1001
2182	015B1001
2183	015B1001
2184	015B1001
2185	015B1001
2186	015B1001
2187	015B1001
2188	015B1001
2189	015B1001
2190	015B1001
2191	015B1001
2192	015B1001
2193	015B1001
2194	015B1001
2195	015B1001
2196	015B1001
2197	015B1001
2198	077A0001
2199	077A0001
2200	077A0001
2201	077A0001
2202	077A0001
2203	077A0001
2204	077A0001
2205	077A0001
2206	077A0001
2207	077A0001
2208	077A0001
2209	077A0001
2210	077A0001
2211	077A0001
2212	077A0001
2213	077A0001
2214	077A0001
2215	077A0001
2216	077A0001
2217	077A0001
2218	077A0001
2219	077A0001
2220	077A0001
2221	077A0001
2222	077A0001
2223	077A0001
2224	077A0001
2225	077A0001
2226	077A0001
2227	077A0001
2228	077A0001
2229	01451003
2230	01450001
2231	01450001
2232	00070001
2233	01450001
2234	07471001
2235	01450001
2236	01450001
2237	01450001
2238	01450001
2239	01450001
2240	01450001
2241	01450001
2242	01450001
2243	01450001
2244	01450001
2245	00401002
2246	01450001
2247	01450001
2248	01450001
2249	01450001
2250	01450001
2251	01450001
2252	01450001
2253	01450001
2254	01450001
2255	01450001
2256	01450001
2257	01450001
2258	01450001
2259	01450001
2260	01450001
2261	01450001
2262	01450001
2263	01450001
2264	01450001
2265	01450001
2266	01450001
2267	01450001
2268	01450001
2269	01450001
2270	01450001
2271	01450001
2272	01450001
2273	01450001
2274	01450001
2275	01450001
2276	01450001
2277	01450001
2278	01450001
2279	01450001
2280	01450001
2281	01450001
2282	01450001
2283	01450001
2284	01450001
2285	01450001
2286	01450001
2287	01450001
2288	01450001
2289	01450001
2290	01450001
2291	01450001
2292	01450001
2293	01450002
2294	01450001
2295	01450001
2296	01450001
2297	025A1001
2298	025A1001
2299	025A1001
2300	025A1001
2301	025A1001
2302	025A1001
2303	025A1001
2304	025A1001
2305	025A1001
2306	025A1001
2307	025A1001
2308	025A1001
2309	025A1001
2310	025A1001
2311	025A1001
2312	025A1001
2313	025A1001
2314	025A1001
2315	025A1001
2316	025A1001
2317	066B0001
2318	025A1001
2319	025A1001
2320	025A1001
2321	025A1001
2322	025A1001
2323	025A1001
2324	01221001
2325	01221001
2326	01221001
2327	01221001
2328	01221001
2329	01221001
2330	01221001
2331	01221001
2332	01221001
2333	01221001
2334	01221001
2335	01221001
2336	01221001
2337	01221001
2338	01221001
2339	01221001
2340	01221001
2341	01221001
2342	01221001
2343	01221001
2344	01221001
2345	01221001
2346	01221001
2347	01221001
2348	01221001
2349	01221001
2350	01221001
2351	01221001
2352	01221001
2353	01221001
2354	01221001
2355	01220001
2356	01221001
2357	01221001
2358	01221001
2359	01221001
2360	01221001
2361	01220002
2362	00421001
2363	00421001
2364	00421001
2365	00421001
2366	00421001
2367	00421001
2368	00421001
2369	00421001
2370	00421001
2371	00421001
2372	00421001
2373	00421001
2374	00421001
2375	00421001
2376	00321001
2377	00421001
2378	00331002
2379	00421001
2380	00421001
2381	00430001
2382	00421001
2383	00310003
2384	00421001
2385	00421001
2386	00421001
2387	00421001
2388	00421001
2389	033B0001
2390	033B0001
2391	033B0001
2392	033B0001
2393	033B0001
2394	033B0001
2395	033B0001
2396	033B0001
2397	033B0001
2398	033B0001
2399	033B0001
2400	033B0001
2401	033B0001
2402	033B0001
2403	033B1001
2404	033B0001
2405	033B0001
2406	033B0001
2407	033B0001
2408	027B1002
2409	01111001
2410	01111001
2411	01111001
2412	01111001
2413	01111001
2414	00491001
2415	01500001
2416	01500001
2417	01500001
2418	01500001
2419	01500001
2420	01500001
2421	01500001
2422	01500001
2423	01500001
2424	01500001
2425	01500001
2426	01500001
2427	01500001
2428	01500001
2429	01500001
2430	01500001
2431	01500001
2432	01500001
2433	01500001
2434	01500001
2435	01500001
2436	01500001
2437	01500001
2438	01500001
2439	01500001
2440	01500001
2441	01500001
2442	01500001
2443	01500001
2444	01500001
2445	01500001
2446	01500001
2447	01500001
2448	01500001
2449	01500001
2450	01500001
2451	01500001
2452	056A0001
2453	056A0001
2454	056A0001
2455	056A0001
2456	056A0001
2457	056A0001
2458	056A0001
2459	056A0001
2460	066B1001
2461	066B1001
2462	066B1001
2463	027A1001
2464	027A1001
2465	027A1001
2466	027A1001
2467	027A1001
2468	027A1001
2469	027A1001
2470	027A1001
2471	027A1001
2472	027A1001
2473	027A1001
2474	027A1001
2475	027A1001
2476	027A1001
2477	027A1001
2478	027A1001
2479	027A1001
2480	027A1001
2481	027A1001
2482	027A1001
2483	027A1001
2484	027A1001
2485	027A1001
2486	027A1001
2487	027A1001
2488	027A1001
2489	027A1001
2490	027A1001
2491	01201001
2492	01201001
2493	01201001
2494	01201001
2495	01201001
2496	01201001
2497	01201001
2498	01201001
2499	01201001
2500	01201001
2501	01201001
2502	01201001
2503	01201001
2504	01201001
2505	01201001
2506	01201001
2507	01201001
2508	01201001
2509	01201001
2510	01201001
2511	01201001
2512	01201001
2513	01201001
2514	01201001
2515	01201001
2516	01201001
2517	01201001
2518	01201001
2519	01201001
2520	01201001
2521	01201001
2522	01201001
2523	01201001
2524	01201001
2525	01201001
2526	01201001
2527	01201001
2528	01201001
2529	01201001
2530	01201001
2531	01201001
2532	00380001
2533	00380001
2534	00380001
2535	00380001
2536	00660001
2537	00380001
2538	00380001
2539	00380001
2540	00380001
2541	00380001
2542	00380001
2543	00380001
2544	00380001
2545	00250001
2546	00250001
2547	00250001
2548	00250001
2549	00250001
2550	00250001
2551	00250001
2552	00250001
2553	00250001
2554	00250001
2555	00250001
2556	00250001
2557	00250001
2558	00250001
2559	00181001
2560	00181001
2561	00181001
2562	00181001
2563	00181001
2564	00181001
2565	00181001
2566	00181001
2567	00181001
2568	00181001
2569	00181001
2570	00181001
2571	00181001
2572	00181001
2573	00181002
2574	00790001
2575	00790001
2576	00790001
2577	00790001
2578	00790001
2579	00790001
2580	00790001
2581	00790001
2582	00790001
2583	00790001
2584	00790001
2585	00790001
2586	00790001
2587	00790001
2588	00790001
2589	00790001
2590	00790001
2591	00790001
2592	00790001
2593	00790001
2594	031A1001
2595	031A1001
2596	031A1001
2597	031A1001
2598	00530001
2599	00530001
2600	00530001
2601	00530001
2602	00530001
2603	00530001
2604	00530001
2605	00530001
2606	00530001
2607	00530001
2608	00530001
2609	00530001
2610	00651003
2611	00651003
2612	065B1001
2613	065B1001
2614	01231001
2615	01231001
2616	01231001
2617	01231001
2618	01231001
2619	01231001
2620	01231001
2621	01231001
2622	01231001
2623	01231001
2624	01231001
2625	01231001
2626	01231001
2627	01231001
2628	01231001
2629	01231001
2630	01231001
2631	01231001
2632	01231001
2633	01231001
2634	01231001
2635	01231001
2636	01231001
2637	01231001
2638	01231001
2639	01231001
2640	01231001
2641	01231001
2642	01231001
2643	01231001
2644	01231001
2645	01231001
2646	01231001
2647	01231001
2648	01231001
2649	01231001
2650	01231001
2651	01231001
2652	01231001
2653	01231001
2654	01231001
2655	01231001
2656	01231001
2657	01231001
2658	01231001
2659	01231001
2660	01231001
2661	01231001
2662	01231001
2663	01231001
2664	01231001
2665	01231001
2666	01231001
2667	01231001
2668	01231001
2669	01231001
2670	01231001
2671	01231001
2672	01231001
2673	01231001
2674	01231001
2675	01231001
2676	01231001
2677	01231001
2678	01231001
2679	01231001
2680	01231001
2681	01231001
2682	01231001
2683	01231001
2684	01231001
2685	01231001
2686	00130001
2687	00441002
2688	00440001
2689	00440001
2690	00440001
2691	00440001
2692	00440001
2693	00440001
2694	00440001
2695	00440001
2696	00440001
2697	00440001
2698	00440001
2699	00440001
2700	00130001
2701	00130001
2702	00130001
2703	00130001
2704	00130001
2705	00130001
2706	00130001
2707	00130001
2708	00130001
2709	00130001
2710	00130001
2711	00130001
2712	025A0001
2713	00130002
2714	00130002
2715	00130002
2716	00130002
2717	00130002
2718	00130002
2719	00130002
2720	00830001
2721	00130002
2722	00130002
2723	02701001
2724	00130004
2725	051D1001
2726	031A0001
2727	031A0001
2728	031A0001
2729	031A0001
2730	031A0001
2731	077A1001
2732	077A1001
2733	077A1001
2734	077A1001
2735	077A1001
2736	077A1001
2737	077A1001
2738	077A1001
2739	00491001
2740	077A1001
2741	077A0001
2742	077A1001
2743	077A1001
2744	077A1001
2745	077A1001
2746	077A1001
2747	077A1001
2748	077A1001
2749	077A1001
2750	077A1001
2751	077A1001
2752	077A1001
2753	00491001
2754	077A1001
2755	00491001
2756	077A1001
2757	077A1001
2758	077A1001
2759	00491001
2760	077A1001
2761	077A1001
2762	077A1001
2763	077A1001
2764	077A1001
2765	077A1001
2766	077A1001
2767	00071001
2768	007B0001
2769	007B0001
2770	00070001
2771	007D1002
2772	00071003
2773	00071003
2774	00071003
2775	00071003
2776	00071003
2777	00071003
2778	00071003
2779	00331004
2780	00331004
2781	00331004
2782	00321001
2783	00331004
2784	00331004
2785	00331001
2786	033A1002
2787	00011002
2788	00011002
2789	00011002
2790	00011002
2791	00011002
2792	00071001
2793	00071001
2794	00071001
2795	00071001
2796	007B0001
2797	00071001
2798	00071001
2799	00071001
2800	007B0001
2801	00071001
2802	00071001
2803	00071001
2804	00071001
2805	00071001
2806	00071001
2807	007B0001
2808	00071001
2809	00070002
2810	00071001
2811	00071001
2812	00071001
2813	007B0001
2814	00071001
2815	00071001
2816	01110001
2817	00071001
2818	007B0001
2819	00071001
2820	00071001
2821	01041001
2822	01041001
2823	01041001
2824	01041001
2825	01041001
2826	01041001
2827	01041001
2828	01041001
2829	01041001
2830	00171001
2831	00171001
2832	00171001
2833	00171001
2834	00171001
2835	00171001
2836	00171001
2837	00171001
2838	00171001
2839	00171001
2840	01850003
2841	00171001
2842	00171001
2843	00150001
2844	00150001
2845	00150001
2846	00150001
2847	00150001
2848	00150001
2849	00150001
2850	00150001
2851	00150001
2852	00150001
2853	00150001
2854	00150001
2855	00150001
2856	00150001
2857	00150001
2858	00150001
2859	00150001
2860	00150001
2861	00150001
2862	00150001
2863	00150001
2864	00150001
2865	00150001
2866	00150001
2867	00150001
2868	00150001
2869	00150001
2870	00150001
2871	00150001
2872	00150001
2873	00150001
2874	00150001
2875	00150001
2876	00150001
2877	00150001
2878	00150001
2879	00150001
2880	00150001
2881	00150001
2882	00150001
2883	00150001
2884	00150001
2885	00150001
2886	00150001
2887	00150001
2888	00151001
2889	00150001
2890	00150001
2891	00150001
2892	00150001
2893	00150001
2894	00150001
2895	00150001
2896	00150001
2897	00150001
2898	00150001
2899	00150001
2900	00150001
2901	00151001
2902	00150001
2903	00150001
2904	00150001
2905	00150001
2906	00150001
2907	00150001
2908	00150001
2909	00150001
2910	01040001
2911	01040001
2912	01040001
2913	01040001
2914	01040001
2915	01040001
2916	01040001
2917	01040001
2918	01040001
2919	00830001
2920	027B0001
2921	027B0001
2922	027B0001
2923	027B0001
2924	027B0001
2925	027B0001
2926	027B0001
2927	027B0001
2928	027B0001
2929	027B0001
2930	027B0001
2931	027B0001
2932	027B0001
2933	027B0001
2934	027B0001
2935	027B0003
2936	027B0001
2937	027B0001
2938	027B0001
2939	00830001
2940	027B0001
2941	027B0001
2942	027B0001
2943	027B0001
2944	027B0001
2945	027B0001
2946	00830001
2947	027B0001
2948	027B0001
2949	027B0001
2950	027B0001
2951	027B0001
2952	027B0002
2953	045A1004
2954	045A1004
2955	045A1004
2956	045A1004
2957	045A1004
2958	045A1004
2959	045A1004
2960	045A1001
2961	045A1001
2962	045A1001
2963	045A1001
2964	045A1001
2965	045A1001
2966	045A1001
2967	045A1001
2968	045A1001
2969	045A1001
2970	045A1001
2971	045A1001
2972	045A1001
2973	045A1001
2974	00761001
2975	00761001
2976	00761001
2977	00761001
2978	00761001
2979	00761001
2980	00761001
2981	00761001
2982	00761001
2983	00761001
2984	00761001
2985	00761001
2986	00761001
2987	00761001
2988	00761001
2989	00761001
2990	00761001
2991	00320001
2992	00320001
2993	00320001
2994	00320001
2995	00320001
2996	00320001
2997	00320001
2998	00320001
2999	00320001
3000	00320001
3001	00320001
3002	00320001
3003	00320001
3004	00320001
3005	00320001
3006	00670001
3007	00670001
3008	00670001
3009	00670001
3010	00670001
3011	00670001
3012	00670001
3013	00670001
3014	00670001
3015	00670001
3016	00670001
3017	00670001
3018	00670001
3019	00670001
3020	00670001
3021	00670001
3022	00670001
3023	00670001
3024	00670001
3025	00670001
3026	00670001
3027	00670001
3028	00670001
3029	00670001
3030	00670001
3031	00410001
3032	00410001
3033	00410001
3034	00410001
3035	00410001
3036	00410001
3037	00410001
3038	00410001
3039	00410001
3040	00410001
3041	00410001
3042	00410001
3043	027B0001
3044	00410001
3045	00410001
3046	00410001
3047	00410001
3048	00431001
3049	00410001
3050	00410001
3051	00410001
3052	00410001
3053	00410001
3054	00410001
3055	00410001
3056	00410001
3057	068A1001
3058	068A1001
3059	00371001
3060	00371001
3061	00371001
3062	00371001
3063	00371001
3064	00371001
3065	00371001
3066	00371001
3067	00371001
3068	00371001
3069	00371001
3070	00371001
3071	00390001
3072	00371001
3073	00371001
3074	00371001
3075	00371001
3076	00371001
3077	00371001
3078	00371001
3079	00371001
3080	00371001
3081	00371001
3082	00371001
3083	00371001
3084	00371001
3085	00371001
3086	00371001
3087	00371001
3088	00371001
3089	00371001
3090	00371001
3091	00371001
3092	00371001
3093	00371001
3094	00371001
3095	00371001
3096	00751001
3097	00751001
3098	00751001
3099	00751001
3100	00751001
3101	00751001
3102	00751001
3103	00751001
3104	00751001
3105	00751001
3106	00751001
3107	00751001
3108	00751001
3109	00751001
3110	00751001
3111	00751001
3112	00751001
3113	00751001
3114	00751001
3115	00650003
3116	066A0001
3117	066A0001
3118	066A0001
3119	066A0001
3120	083A0001
3121	083A0001
3122	083A0001
3123	00011001
3124	00011001
3125	00011001
3126	00011001
3127	00011001
3128	00011001
3129	00011001
3130	00011001
3131	00011001
3132	00011001
3133	00011001
3134	00011001
3135	00011001
3136	00011001
3137	00011001
3138	00011001
3139	00011001
3140	00011001
3141	00011001
3142	00011001
3143	00011002
3144	00011001
3145	00011001
3146	00011001
3147	00011001
3148	00011001
3149	00011001
3150	00011001
3151	00011001
3152	00011001
3153	00011001
3154	00011001
3155	00011001
3156	00011001
3157	00011001
3158	00011001
3159	040B0001
3160	025B0001
3161	025B0001
3162	025B0001
3163	025B0001
3164	025B0001
3165	025A0001
3166	025A0001
3167	00180001
3168	025B0001
3169	025B0001
3170	025B0001
3171	025B0001
3172	025B0001
3173	025B0001
3174	025B0001
3175	025B0001
3176	025B0001
3177	025B0001
3178	025B0001
3179	025B0001
3180	025B0001
3181	025B0001
3182	025B0001
3183	025B0001
3184	025B0001
3185	025B0001
3186	025B0001
3187	084A1001
3188	084A1001
3189	00270001
3190	00270001
3191	00270001
3192	00270001
3193	00270001
3194	00270001
3195	00270001
3196	00270001
3197	00270001
3198	00270001
3199	00270001
3200	00270001
3201	00270001
3202	00270001
3203	00270001
3204	00270001
3205	00270001
3206	00270001
3207	00270001
3208	00270001
3209	00270001
3210	00270001
3211	00270001
3212	00270001
3213	00270001
3214	00270001
3215	00270001
3216	00270001
3217	00270001
3218	00270001
3219	00270001
3220	00270001
3221	00270001
3222	00270001
3223	00270001
3224	00270001
3225	00270001
3226	00270001
3227	00270001
3228	00270001
3229	00270001
3230	00270001
3231	054A0001
3232	054A0001
3233	054A0001
3234	054A0001
3235	054A0001
3236	054A0001
3237	054A0001
3238	054A0001
3239	054A0001
3240	054A0001
3241	054A0001
3242	054A0001
3243	054A0001
3244	054A0001
3245	054A0001
3246	054A0001
3247	054A0001
3248	054A0001
3249	054A0001
3250	054A0001
3251	054A0001
3252	054A0001
3253	054A0001
3254	054A0001
3255	00590001
3256	00590001
3257	00590001
3258	00590001
3259	00590001
3260	00590001
3261	00590001
3262	00591001
3263	00590001
3264	00590001
3265	00590001
3266	00590001
3267	00590001
3268	00590001
3269	00591001
3270	00590001
3271	00590001
3272	045A1004
3273	00590001
3274	00590001
3275	00590001
3276	00590001
3277	00590001
3278	00590001
3279	00490001
3280	00490001
3281	00490001
3282	00490001
3283	00490001
3284	00490001
3285	00490001
3286	00490001
3287	00490001
3288	00490001
3289	00490001
3290	00490001
3291	00490001
3292	00490001
3293	00490001
3294	00490001
3295	056A0001
3296	00490001
3297	00490001
3298	00490001
3299	00490001
3300	00490001
3301	00490001
3302	00490001
3303	00490001
3304	00490001
3305	00490001
3306	00490001
3307	040D1002
3308	040D1002
3309	040D1002
3310	040D1002
3311	040D1002
3312	040D1002
3313	040D1002
3314	040D1002
3315	040D1002
3316	040D1002
3317	040D1002
3318	040D1002
3319	040D1002
3320	040D1002
3321	040D1002
3322	040D1002
3323	040D1001
3324	040D1002
3325	040D1002
3326	040D1002
3327	040D1002
3328	040D1002
3329	040D1001
3330	040D1001
3331	00400001
3332	00400001
3333	00400001
3334	00400001
3335	00400001
3336	00400001
3337	00400001
3338	00400001
3339	00400001
3340	00400001
3341	00400001
3342	00400001
3343	00400001
3344	00400001
3345	00400001
3346	00400001
3347	00400001
3348	00400001
3349	00400001
3350	00400001
3351	00400001
3352	00400001
3353	00400001
3354	00400001
3355	00400001
3356	00400001
3357	00400001
3358	00400001
3359	00400001
3360	00400001
3361	00400001
3362	00400001
3363	00400001
3364	00400001
3365	00400001
3366	00400001
3367	00400001
3368	00400001
3369	00400001
3370	00400001
3371	00400001
3372	00400001
3373	00400001
3374	00400001
3375	00400001
3376	00400001
3377	00400001
3378	00400001
3379	00400001
3380	00400001
3381	00400001
3382	00400001
3383	00400001
3384	00400001
3385	00400001
3386	00400001
3387	00400001
3388	00391001
3389	00391001
3390	00391001
3391	00391001
3392	00391001
3393	00391001
3394	00391001
3395	00391001
3396	00391001
3397	00391001
3398	00391001
3399	00391001
3400	00391001
3401	00391001
3402	00391001
3403	00391001
3404	00391001
3405	00391001
3406	00391001
3407	00391001
3408	00391001
3409	00391001
3410	00391001
3411	00391001
3412	00391001
3413	00391001
3414	00391001
3415	00391001
3416	00310001
3417	00310001
3418	00310001
3419	00310001
3420	00310001
3421	00310001
3422	00310001
3423	00310001
3424	00310001
3425	00310001
3426	00310001
3427	00310001
3428	00310001
3429	00310001
3430	00310001
3431	00310001
3432	00310001
3433	00310001
3434	00310001
3435	00310001
3436	00310001
3437	00310001
3438	00310001
3439	00310001
3440	00310001
3441	00310001
3442	00310001
3443	038A1001
3444	038A1001
3445	038A1001
3446	038A1001
3447	038A1001
3448	038A1001
3449	038A1001
3450	038A1001
3451	01510002
3452	01510002
3453	01510002
3454	01510002
3455	01510001
3456	01510001
3457	01510001
3458	01510001
3459	01510001
3460	01510001
3461	01510001
3462	01510001
3463	01510001
3464	01510001
3465	01510001
3466	01510001
3467	01510001
3468	01510001
3469	01510001
3470	01510001
3471	01510001
3472	01510001
3473	01510001
3474	01510001
3475	01510001
3476	01510001
3477	01510001
3478	01510001
3479	01510001
3480	01510001
3481	01510001
3482	01510001
3483	01510001
3484	01510001
3485	01510001
3486	00691001
3487	00691001
3488	00691001
3489	065B1001
3490	00691001
3491	00691001
3492	00691001
3493	00691001
3494	00691001
3495	00691001
3496	00691001
3497	01400001
3498	01400001
3499	01400001
3500	01400001
3501	01400001
3502	01400001
3503	01400001
3504	01400001
3505	01400001
3506	01400001
3507	01400001
3508	01400001
3509	01400001
3510	01400001
3511	01400001
3512	01400001
3513	01400001
3514	01400001
3515	01400001
3516	01400001
3517	01400001
3518	01400001
3519	01400001
3520	01400001
3521	01400001
3522	01400001
3523	01400001
3524	01400001
3525	01400001
3526	01400001
3527	01400001
3528	01400001
3529	01400001
3530	01400001
3531	01400001
3532	01400001
3533	01400001
3534	01400001
3535	01400001
3536	01400001
3537	01400001
3538	01400001
3539	01400001
3540	01400001
3541	01301001
3542	01301001
3543	01301001
3544	01301001
3545	01301001
3546	01301001
3547	01301001
3548	01301001
3549	01301001
3550	01301001
3551	01301001
3552	01301001
3553	01301001
3554	01301001
3555	01301001
3556	01301001
3557	01301001
3558	01301001
3559	01301001
3560	01301001
3561	01301001
3562	01301001
3563	01301001
3564	01301001
3565	01301001
3566	01301001
3567	01301001
3568	01301001
3569	01301001
3570	01301001
3571	01301001
3572	01301001
3573	01301001
3574	01301001
3575	01301001
3576	01301001
3577	01301001
3578	01301001
3579	01301001
3580	01301001
3581	01301001
3582	01301001
3583	01301001
3584	01301001
3585	01301001
3586	01301001
3587	01301001
3588	01301001
3589	01301001
3590	01301001
3591	01301001
3592	01301001
3593	01301001
3594	01301001
3595	01301001
3596	01301001
3597	01301001
3598	01301001
3599	01301001
3600	01301001
3601	01301001
3602	01301001
3603	01301001
3604	01301001
3605	01301001
3606	01301001
3607	01301001
3608	01301001
3609	01301001
3610	01301001
3611	01301001
3612	01301001
3613	01301001
3614	01301001
3615	01301001
3616	01301001
3617	02380001
3618	02380001
3619	02380001
3620	02380001
3621	02380001
3622	02380001
3623	02381001
3624	02380001
3625	02380001
3626	015B0001
3627	015B0001
3628	015B0001
3629	015B0001
3630	015B0001
3631	015B0001
3632	015B0001
3633	015B0001
3634	015B0001
3635	015B0001
3636	015B0001
3637	015B0001
3638	015B0001
3639	015B0001
3640	015B0001
3641	015B0001
3642	015B0001
3643	015B0001
3644	015B0001
3645	015B0001
3646	015B0001
3647	015B0001
3648	015B0001
3649	015B0001
3650	015B0001
3651	015B0001
3652	00111001
3653	00111001
3654	00111001
3655	00111001
3656	00111001
3657	00111001
3658	00111001
3659	00111001
3660	00111001
3661	00111001
3662	00111001
3663	00111001
3664	00111001
3665	00111001
3666	00111001
3667	00111001
3668	00111001
3669	00111001
3670	00111001
3671	00111001
3672	00111001
3673	00111001
3674	00111001
3675	00111001
3676	00111001
3677	00111001
3678	00111001
3679	00111001
3680	00111001
3681	00111001
3682	00111001
3683	00111001
3684	00041001
3685	00041001
3686	00041001
3687	00041001
3688	00041001
3689	00041001
3690	00041001
3691	00041001
3692	00041001
3693	00041001
3694	00041001
3695	00041001
3696	00041001
3697	00830001
3698	00041001
3699	00041001
3700	00041001
3701	00041001
3702	00041001
3703	00041001
3704	00041001
3705	00041001
3706	00151002
3707	00041001
3708	00041001
3709	00041001
3710	040D1002
3711	00041001
3712	00041001
3713	00041001
3714	00041001
3715	00041001
3716	00041001
3717	00041001
3718	00041001
3719	00041001
3720	00041001
3721	00041001
3722	00041001
3723	00041001
3724	00041001
3725	00041001
3726	00041001
3727	00041001
3728	00830001
3729	00830001
3730	00830001
3731	00830001
3732	00041001
3733	027B0001
3734	027B0001
3735	017A0005
3736	017A0005
3737	017A0004
3738	017A0004
3739	017A0004
3740	017A0004
3741	017A0004
3742	017A0004
3743	017A0004
3744	017A0004
3745	017A0004
3746	017A0004
3747	017A0004
3748	017A0004
3749	017A0004
3750	017A0004
3751	017A0004
3752	017A0004
3753	017A0004
3754	017A0004
3755	017A0004
3756	017A0004
3757	017A0004
3758	017A0004
3759	017A0004
3760	017A0004
3761	014C1001
3762	046A1001
3763	046A1001
3764	046A1001
3765	046A1001
3766	046A1001
3767	046A1001
3768	046A1001
3769	046A1001
3770	046A1001
3771	046A1001
3772	046A1001
3773	046A1001
3774	046A1001
3775	046A1001
3776	046A1001
3777	046A1001
3778	046A1001
3779	046A1001
3780	046A1001
3781	046A1001
3782	046A1001
3783	046A1005
3784	046A1001
3785	046A1001
3786	046A1001
3787	046A1001
3788	046A1001
3789	046A1001
3790	046A1001
3791	046A1001
3792	046A1001
3793	046A1001
3794	046A1001
3795	046A1001
3796	046A1001
3797	046A1001
3798	046A1001
3799	046A1001
3800	046A1001
3801	046A1001
3802	046A1001
3803	046A1001
3804	046A1001
3805	046A1001
3806	046A1001
3807	046A1001
3808	046A1001
3809	046A1001
3810	046A1001
3811	046A1001
3812	046A1001
3813	046A1001
3814	046A1001
3815	046A1001
3816	046A1001
3817	046A1001
3818	046A1001
3819	046A1001
3820	046A1001
3821	046A1001
3822	046A1001
3823	046A1001
3824	046A1001
3825	046A1001
3826	046A1001
3827	046A1001
3828	046A1001
3829	046A1001
3830	046A1001
3831	046A1001
3832	046A1001
3833	046A1001
3834	046A1001
3835	046A1001
3836	046A1001
3837	046A1001
3838	046A1001
3839	046A1001
3840	046A1001
3841	046A1001
3842	046A1001
3843	046A1001
3844	046A1001
3845	046A1001
3846	046A1001
3847	046A1001
3848	046A1001
3849	046A1001
3850	046A1001
3851	046A1001
3852	016C0002
3853	00161001
3854	00161001
3855	00161001
3856	00161001
3857	00161001
3858	00161001
3859	00161001
3860	00161001
3861	00161001
3862	00161001
3863	00161001
3864	00161001
3865	00161001
3866	00161001
3867	00161001
3868	00161001
3869	00161001
3870	00161001
3871	00161001
3872	00161001
3873	00161001
3874	00161001
3875	00161001
3876	00161001
3877	00161001
3878	00161001
3879	07470001
3880	00161001
3881	016C1001
3882	00161001
3883	00161001
3884	00161001
3885	00161001
3886	00161001
3887	00161001
3888	00161001
3889	00161001
3890	00161001
3891	00161001
3892	00161001
3893	00161001
3894	00161001
3895	00161001
3896	00161001
3897	00161001
3898	00161001
3899	00161001
3900	00160002
3901	00161001
3902	00161001
3903	00161001
3904	00161001
3905	016C1001
3906	00161001
3907	01230001
3908	07470001
3909	07470001
3910	07470001
3911	07470001
3912	07470001
3913	07470001
3914	07470001
3915	07470001
3916	07470001
3917	07470001
3918	07470001
3919	07470001
3920	07470001
3921	07470001
3922	07470001
3923	07470001
3924	07470001
3925	07470001
3926	07470001
3927	07470001
3928	07470001
3929	07470001
3930	07470001
3931	07470001
3932	07470001
3933	07470001
3934	07470001
3935	07470001
3936	07470001
3937	07470001
3938	07470001
3939	07470001
3940	07470001
3941	07470001
3942	07470001
3943	07470001
3944	07470001
3945	07470001
3946	07470001
3947	07470001
3948	07470001
3949	07470001
3950	07470001
3951	07470001
3952	07470001
3953	07470001
3954	07470001
3955	07470001
3956	07470001
3957	07470001
3958	07470001
3959	07470001
3960	07470001
3961	07470001
3962	07470001
3963	07470001
3964	07470001
3965	07470001
3966	07470001
3967	00630001
3968	00631001
3969	00630002
3970	00630002
3971	00630002
3972	00630002
3973	00630002
3974	00630002
3975	00630002
3976	00630002
3977	00630002
3978	00630002
3979	00630002
3980	00630002
3981	00630002
3982	00630002
3983	00630002
